,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
434,The Hustler,0.9707920792079208,0.322463768115942,8.0,0.8611111111111112,Robert Rossen,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,0.021561055071953588,0.008842789128001625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,La dolce vita,0.9702970297029703,0.4673913043478261,8.0,0.9305555555555556,Federico Fellini,Marcello Mastroianni,Anita Ekberg,Anouk Aimée,Yvonne Furneaux,0.017917431327226403,0.020834321773561346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Rio Bravo,0.9698019801980198,0.3478260869565218,8.0,0.9027777777777777,Howard Hawks,John Wayne,Dean Martin,Ricky Nelson,Angie Dickinson,0.013467085299449271,0.013381251136216936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,Anatomy of a Murder,0.9698019801980198,0.4202898550724638,8.0,0.9305555555555556,Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,Arthur O'Connell,0.014995112212049758,0.01270331103383709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
438,Touch of Evil,0.9693069306930693,0.1811594202898551,8.0,0.9861111111111112,Orson Welles,Charlton Heston,Orson Welles,Janet Leigh,Joseph Calleia,0.03164033818488349,0.0023875811964056324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,Cat on a Hot Tin Roof,0.9693069306930693,0.2282608695652174,8.0,0.7777777777777777,Richard Brooks,Elizabeth Taylor,Paul Newman,Burl Ives,Jack Carson,0.008616829348470377,0.018757074865469996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Sweet Smell of Success,0.9688118811881188,0.18478260869565216,8.0,1.0,Alexander Mackendrick,Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,0.0013153455834327716,0.025120709637378703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
441,The Killing,0.9683168316831683,0.14130434782608697,8.0,0.875,Stanley Kubrick,Sterling Hayden,Coleen Gray,Vince Edwards,Jay C. Flippen,0.024423409268764493,0.025120709637378703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
442,The Night of the Hunter,0.9678217821782178,0.17028985507246375,8.0,0.9861111111111112,Charles Laughton,Robert Mitchum,Shelley Winters,Lillian Gish,James Gleason,0.02454333910549598,0.0006968316773587607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,La Strada,0.9673267326732673,0.2282608695652174,8.0,0.7083333333333333,Federico Fellini,Anthony Quinn,Giulietta Masina,Richard Basehart,Aldo Silvani,0.014333772500864962,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Les diaboliques,0.9678217821782178,0.2608695652173913,8.0,0.7083333333333333,Henri-Georges Clouzot,Simone Signoret,Véra Clouzot,Paul Meurisse,Charles Vanel,0.01570951440495388,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
445,Stalag 17,0.9668316831683168,0.2717391304347826,8.0,0.7777777777777777,Billy Wilder,William Holden,Don Taylor,Otto Preminger,Robert Strauss,0.011198340654230202,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,Roman Holiday,0.9668316831683168,0.2644927536231884,8.0,0.6944444444444444,William Wyler,Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,0.044075509205693475,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,A Streetcar Named Desire,0.9658415841584158,0.27898550724637683,8.0,0.9583333333333333,Elia Kazan,Vivien Leigh,Marlon Brando,Kim Hunter,Karl Malden,0.031964321304974674,0.008539584420795521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,In a Lonely Place,0.9653465346534653,0.17753623188405798,8.0,0.7083333333333333,Nicholas Ray,Humphrey Bogart,Gloria Grahame,Frank Lovejoy,Carl Benton Reid,0.000731658284520164,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
449,Kind Hearts and Coronets,0.9648514851485148,0.22101449275362317,8.0,0.7083333333333333,Robert Hamer,Dennis Price,Alec Guinness,Valerie Hobson,Joan Greenwood,0.004053887322898575,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Rope,0.9643564356435643,0.12681159420289856,8.0,0.625,Alfred Hitchcock,James Stewart,John Dall,Farley Granger,Dick Hogan,0.0451656627935369,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
451,Out of the Past,0.9638613861386138,0.18840579710144928,8.0,0.7083333333333333,Jacques Tourneur,Robert Mitchum,Jane Greer,Kirk Douglas,Rhonda Fleming,0.003320072026926406,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,Brief Encounter,0.9628712871287128,0.14855072463768115,8.0,0.8888888888888888,David Lean,Celia Johnson,Trevor Howard,Stanley Holloway,Joyce Carey,0.004535332278986136,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
453,Laura,0.9623762376237623,0.1557971014492754,8.0,0.7083333333333333,Otto Preminger,Gene Tierney,Dana Andrews,Clifton Webb,Vincent Price,0.007608642195803147,0.004653439581956724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
454,The Best Years of Our Lives,0.9633663366336633,0.45289855072463764,8.0,0.9027777777777777,William Wyler,Myrna Loy,Dana Andrews,Fredric March,Teresa Wright,0.013878643084491864,0.02524787198338541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
455,Arsenic and Old Lace,0.9613861386138614,0.2644927536231884,8.0,0.7083333333333333,Frank Capra,Cary Grant,Priscilla Lane,Raymond Massey,Jack Carson,0.01726169984581682,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,The Maltese Falcon,0.9608910891089109,0.19927536231884058,8.0,0.9444444444444444,John Huston,Humphrey Bogart,Mary Astor,Gladys George,Peter Lorre,0.05342485964326482,0.002249218425809844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
457,The Grapes of Wrath,0.9603960396039604,0.30434782608695654,8.0,0.9444444444444444,John Ford,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,0.026087327902841306,5.732597448391463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,The Wizard of Oz,0.9599009900990099,0.2065217391304348,8.0,0.8888888888888888,Victor Fleming,George Cukor,Mervyn LeRoy,Norman Taurog,Richard Thorpe,0.1493907305452666,0.002215011810250395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
459,La règle du jeu,0.9599009900990099,0.23550724637681159,8.0,0.7083333333333333,Jean Renoir,Marcel Dalio,Nora Gregor,Paulette Dubost,Mila Parély,0.000706205549386503,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,The Thin Man,0.9574257425742574,0.16666666666666669,8.0,0.8055555555555556,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,Nat Pendleton,0.0006703991592832172,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461,All Quiet on the Western Front,0.9554455445544554,0.38768115942028986,8.0,0.875,Lewis Milestone,Lew Ayres,Louis Wolheim,John Wray,Arnold Lucy,0.013904095819625525,0.003489731374722029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,Bronenosets Potemkin,0.9529702970297029,0.10869565217391303,8.0,0.9583333333333333,Sergei M. Eisenstein,Aleksandr Antonov,Vladimir Barskiy,Grigoriy Aleksandrov,Ivan Bobrov,0.012064596453355492,5.3023456983771676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
463,Knives Out,0.9995049504950495,0.3079710144927536,7.9,0.75,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,0.18512119384544234,0.17654034930805057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Dil Bechara,1.0,0.2028985507246377,7.9,0.7083333333333333,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid,Saswata Chatterjee,0.03726884386774586,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,Manbiki kazoku,0.999009900990099,0.2753623188405797,7.9,0.9027777777777777,Hirokazu Koreeda,Lily Franky,Sakura Andô,Kirin Kiki,Mayu Matsuoka,0.01624919867024558,0.0035361868198792797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Marriage Story,0.9995049504950495,0.3333333333333333,7.9,0.9166666666666667,Noah Baumbach,Adam Driver,Scarlett Johansson,Julia Greer,Azhy Robertson,0.09557976585209287,0.0021338511699623385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467,Call Me by Your Name,0.9985148514851485,0.31521739130434784,7.9,0.9027777777777777,Luca Guadagnino,Armie Hammer,Timothée Chalamet,Michael Stuhlbarg,Amira Casar,0.0809151077944903,0.019317979018490493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,"I, Daniel Blake",0.998019801980198,0.19927536231884058,7.9,0.6944444444444444,Ken Loach,Laura Obiols,Dave Johns,Hayley Squires,Sharon Percy,0.012394187803221886,0.000274232643334794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Isle of Dogs,0.999009900990099,0.2028985507246377,7.9,0.75,Wes Anderson,Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban,0.04919107756526901,0.0341787783779855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Hunt for the Wilderpeople,0.998019801980198,0.2028985507246377,7.9,0.7361111111111112,Taika Waititi,Sam Neill,Julian Dennison,Rima Te Wiata,Rachel House,0.037271000879197866,0.005552998837615644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Captain Fantastic,0.998019801980198,0.2644927536231884,7.9,0.6111111111111112,Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,Annalise Basso,0.07088457314037572,0.006270893633525353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Sing Street,0.998019801980198,0.22101449275362317,7.9,0.7083333333333333,John Carney,Ferdia Walsh-Peelo,Aidan Gillen,Maria Doyle Kennedy,Jack Reynor,0.025893196872160833,0.003454625821263046,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,Thor: Ragnarok,0.9985148514851485,0.3079710144927536,7.9,0.6388888888888888,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Mark Ruffalo,0.2427444605788901,0.3363618330526697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Nightcrawler,0.997029702970297,0.2608695652173913,7.9,0.6666666666666667,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Bill Paxton,Riz Ahmed,0.19026825457221716,0.03456951422719761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,Jojo Rabbit,0.9995049504950495,0.2282608695652174,7.9,0.41666666666666663,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi,0.11769948689011579,0.0003717994341004427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,Arrival,0.998019801980198,0.2572463768115942,7.9,0.7361111111111112,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg,0.24550802365119917,0.10734389772555046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
477,Star Wars: Episode VII - The Force Awakens,0.9975247524752475,0.33695652173913043,7.9,0.7222222222222223,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson,0.3605379931683133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
478,Before Midnight,0.9965346534653465,0.23188405797101447,7.9,0.9166666666666667,Richard Linklater,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Ariane Labed,0.050201853131678645,0.008661962751686063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,X-Men: Days of Future Past,0.997029702970297,0.31521739130434784,7.9,0.6527777777777777,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,James McAvoy,0.2738002486602802,0.2497384314913021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,Bir Zamanlar Anadolu'da,0.9955445544554455,0.40579710144927533,7.9,0.75,Nuri Bilge Ceylan,Muhammet Uzuner,Yilmaz Erdogan,Taner Birsel,Ahmet Mümtaz Taylan,0.0072937185238103885,0.0001467179819992917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,The Artist,0.9955445544554455,0.19927536231884058,7.9,0.8472222222222221,Michel Hazanavicius,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,0.0886687011598682,0.04769108654602564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
482,Edge of Tomorrow,0.997029702970297,0.24637681159420288,7.9,0.5972222222222222,Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,0.2480200791882044,0.1069810310864683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,Amour,0.996039603960396,0.2971014492753623,7.9,0.9166666666666667,Michael Haneke,Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert,Alexandre Tharaud,0.029336218551851537,0.0071938380860386494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484,The Irishman,0.9995049504950495,0.5942028985507246,7.9,0.9166666666666667,Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Harvey Keitel,0.12926193107744446,0.007471962212323324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Un prophète,0.9945544554455445,0.3985507246376812,7.9,0.8611111111111112,Jacques Audiard,Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb,0.029538977628340023,0.0022242115108207995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Moon,0.9945544554455445,0.18840579710144928,7.9,0.5416666666666666,Duncan Jones,Sam Rockwell,Kevin Spacey,Dominique McElligott,Rosie Shaw,0.1337623197709081,0.005347049175490315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
487,Låt den rätte komma in,0.994059405940594,0.25,7.9,0.75,Tomas Alfredson,Kåre Hedebrant,Lina Leandersson,Per Ragnar,Henrik Dahl,0.07787717286548618,0.002264170474839497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
488,District 9,0.9945544554455445,0.24275362318840582,7.9,0.7361111111111112,Neill Blomkamp,Sharlto Copley,David James,Jason Cope,Nathalie Boltt,0.26449878387694337,0.12346509556521265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
489,The Wrestler,0.994059405940594,0.23188405797101447,7.9,0.7222222222222223,Darren Aronofsky,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Mark Margolis,0.11403127321483576,0.02800938679068622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
490,Jab We Met,0.9935643564356436,0.33695652173913043,7.9,0.7083333333333333,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,Dara Singh,0.009763496636356343,0.0004371859562583224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
491,Boyhood,0.997029702970297,0.43478260869565216,7.9,1.0,Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke,Elijah Smith,0.1339266840435509,0.0270948317134871,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"4 luni, 3 saptamâni si 2 zile",0.9935643564356436,0.24637681159420288,7.9,0.9583333333333333,Cristian Mungiu,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Alexandru Potocean,0.013605134032377605,0.0012645750182467312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Star Trek,0.9945544554455445,0.2971014492753623,7.9,0.75,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy,0.23824105206939364,0.27515689882737926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
494,In Bruges,0.994059405940594,0.2246376811594203,7.9,0.5416666666666666,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,0.15756796095981832,0.008280291015023878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,The Man from Earth,0.9935643564356436,0.15217391304347827,7.9,0.7083333333333333,Richard Schenkman,David Lee Smith,Tony Todd,John Billingsley,Ellen Crawford,0.06429490315449983,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
496,Letters from Iwo Jima,0.9930693069306931,0.3478260869565218,7.9,0.8472222222222221,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryô Kase,0.055617677485373315,0.014684905397782583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,The Fall,0.9930693069306931,0.2608695652173913,7.9,0.5,Tarsem Singh,Lee Pace,Catinca Untaru,Justine Waddell,Kim Uylenbroek,0.03546213107554631,0.002433156920863102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
