,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
243,Catch Me If You Can,0.9910891089108911,0.3478260869565218,8.1,0.6527777777777777,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,0.3484686512897634,0.17574561133606387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Amores perros,0.9900990099009901,0.3949275362318841,8.1,0.7638888888888888,Alejandro G. Iñárritu,Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,0.08569935919503784,0.005746507498145648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,"Monsters, Inc.",0.9905940594059406,0.17028985507246375,8.1,0.7083333333333333,Pete Docter,David Silverman,Lee Unkrich,Billy Crystal,John Goodman,0.340987704171919,0.3095196402557288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",0.9886138613861386,0.15217391304347827,8.1,0.7083333333333333,Hideaki Anno,Kazuya Tsurumaki,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,0.005935664113627913,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Lagaan: Once Upon a Time in India,0.9905940594059406,0.6485507246376812,8.1,0.7777777777777777,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh,Rachel Shelley,0.03448975031298236,7.3497248075643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,The Sixth Sense,0.9896039603960396,0.2246376811594203,8.1,0.5,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,0.38243165940616614,0.31335244241854354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
249,La leggenda del pianista sull'oceano,0.9891089108910891,0.44927536231884063,8.1,0.41666666666666663,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,Bill Nunn,0.014638342517888096,0.00027525649303271885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
250,The Truman Show,0.9891089108910891,0.21014492753623187,8.1,0.8611111111111112,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,0.3945359448702385,0.1341113879289423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Crna macka, beli macor",0.9891089108910891,0.2971014492753623,8.1,0.625,Emir Kusturica,Bajram Severdzan,Srdjan 'Zika' Todorovic,Branka Katic,Florijan Ajdini,0.011118962632796412,0.0003708439122238601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,The Big Lebowski,0.9891089108910891,0.2608695652173913,8.1,0.5972222222222222,Joel Coen,Ethan Coen,Jeff Bridges,John Goodman,Julianne Moore,0.3052309253320288,0.018680718525120064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,Fa yeung nin wah,0.9900990099009901,0.1920289855072464,8.1,0.7916666666666667,Kar-Wai Wong,Tony Chiu-Wai Leung,Maggie Cheung,Ping Lam Siu,Tung Cho 'Joe' Cheung,0.04283609042537129,0.002917532846358104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,Trainspotting,0.9881188118811881,0.17391304347826086,8.1,0.7638888888888888,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,0.26299491549260534,0.017616278898451323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Fargo,0.9881188118811881,0.1920289855072464,8.1,0.7916666666666667,Joel Coen,Ethan Coen,William H. Macy,Frances McDormand,Steve Buscemi,0.25554373513279854,0.02627489785738045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,Underground,0.9876237623762376,0.45289855072463764,8.1,0.7083333333333333,Emir Kusturica,Predrag 'Miki' Manojlovic,Lazar Ristovski,Mirjana Jokovic,Slavko Stimac,0.012999013814364142,0.00018125769568778422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,La haine,0.9876237623762376,0.1920289855072464,8.1,0.7083333333333333,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,0.05403615668876309,0.00032936785704692367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Dilwale Dulhania Le Jayenge,0.9876237623762376,0.5217391304347827,8.1,0.7083333333333333,Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal,0.016577927215531172,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,Before Sunrise,0.9876237623762376,0.2028985507246377,8.1,0.6805555555555556,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,0.10664394039400835,0.005908328063905986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,Trois couleurs: Rouge,0.9871287128712871,0.19565217391304346,8.1,1.0,Krzysztof Kieslowski,Irène Jacob,Jean-Louis Trintignant,Frédérique Feder,Jean-Pierre Lorit,0.02831767774421468,0.004315735730706049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
261,Chung Hing sam lam,0.9871287128712871,0.2065217391304348,8.1,0.6805555555555556,Kar-Wai Wong,Brigitte Lin,Takeshi Kaneshiro,Tony Chiu-Wai Leung,Faye Wong,0.016407954713113165,0.0006393936025429565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Jurassic Park,0.9866336633663366,0.2971014492753623,8.1,0.5555555555555556,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,0.36346807752471716,0.429667309062067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,In the Name of the Father,0.9866336633663366,0.31884057971014496,8.1,0.7777777777777777,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,0.05683897736949865,0.02670027591201307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Ba wang bie ji,0.9866336633663366,0.45652173913043476,8.1,0.7083333333333333,Kaige Chen,Leslie Cheung,Fengyi Zhang,Gong Li,You Ge,0.0,0.005568272240930048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
265,Dà hóng denglong gaogao guà,0.9856435643564356,0.2898550724637681,8.1,0.7083333333333333,Yimou Zhang,Gong Li,Jingwu Ma,Saifei He,Cuifen Cao,0.0019732340762943588,0.00277769248662579,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
266,Dead Poets Society,0.9846534653465346,0.3007246376811594,8.1,0.7083333333333333,Peter Weir,Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,0.17272010360557405,0.10234099550133895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Stand by Me,0.9831683168316832,0.15942028985507245,8.1,0.6527777777777777,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,0.1459490030724471,0.05582181116299803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Platoon,0.9831683168316832,0.2717391304347826,8.1,0.8888888888888888,Oliver Stone,Charlie Sheen,Tom Berenger,Willem Dafoe,Keith David,0.15363702328968404,0.1478969144992192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,"Paris, Texas",0.9821782178217822,0.36231884057971014,8.1,0.6944444444444444,Wim Wenders,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Aurore Clément,0.028515691395508757,0.002328144532815568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Kaze no tani no Naushika,0.9821782178217822,0.2608695652173913,8.1,0.8055555555555556,Hayao Miyazaki,Sumi Shimamoto,Mahito Tsujimura,Hisako Kyôda,Gorô Naya,0.0542859386149053,0.0005279018153122049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,The Thing,0.9811881188118812,0.23188405797101447,8.1,0.4027777777777778,John Carpenter,Kurt Russell,Wilford Brimley,Keith David,Richard Masur,0.14934413909790328,0.014713470697592464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
272,Pink Floyd: The Wall,0.9811881188118812,0.1811594202898551,8.1,0.26388888888888895,Alan Parker,Bob Geldof,Christine Hargreaves,James Laurenson,Eleanor David,0.021998496994420243,0.023747016156070652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
273,Fitzcarraldo,0.9811881188118812,0.40942028985507245,8.1,0.7083333333333333,Werner Herzog,Klaus Kinski,Claudia Cardinale,José Lewgoy,Miguel Ángel Fuentes,0.0028071347036395695,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Fanny och Alexander,0.9811881188118812,0.5181159420289856,8.1,1.0,Ingmar Bergman,Bertil Guve,Pernilla Allwin,Kristina Adolphson,Börje Ahlstedt,0.01410512928695241,0.005306119742884117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Blade Runner,0.9811881188118812,0.2608695652173913,8.1,0.7777777777777777,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,0.28849553628050123,0.03509022026882471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
276,The Elephant Man,0.9801980198019802,0.286231884057971,8.1,0.6944444444444444,David Lynch,Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,0.08411913260529884,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Life of Brian,0.9797029702970297,0.17753623188405798,8.1,0.6805555555555556,Terry Jones,Graham Chapman,John Cleese,Michael Palin,Terry Gilliam,0.1476094704882007,0.021399216698397113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,The Deer Hunter,0.9792079207920792,0.5,8.1,0.8055555555555556,Michael Cimino,Robert De Niro,Christopher Walken,John Cazale,John Savage,0.12349882787997697,0.05229002508186207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,Rocky,0.9782178217821782,0.2717391304347826,8.1,0.5833333333333334,John G. Avildsen,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,0.21287891141671647,0.12516156006594148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280,Network,0.9782178217821782,0.2753623188405797,8.1,0.7638888888888888,Sidney Lumet,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,0.05169191664272384,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Barry Lyndon,0.9777227722772277,0.5072463768115942,8.1,0.8472222222222221,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,0.05381959273898178,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Zerkalo,0.9777227722772277,0.2246376811594203,8.1,0.7083333333333333,Andrei Tarkovsky,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,Oleg Yankovskiy,0.006468014539982796,0.0001879442135794456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Chinatown,0.9772277227722772,0.3079710144927536,8.1,0.8888888888888888,Roman Polanski,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,0.11610847524311675,0.030959650798711665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
284,Paper Moon,0.9767326732673267,0.2065217391304348,8.1,0.6805555555555556,Peter Bogdanovich,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,0.007418825188026688,0.03302415777098931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Viskningar och rop,0.9762376237623762,0.16666666666666669,8.1,0.7083333333333333,Ingmar Bergman,Harriet Andersson,Liv Ullmann,Kari Sylwan,Ingrid Thulin,0.0022079169222725247,0.0018587761727050596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Solaris,0.9762376237623762,0.4420289855072464,8.1,0.8611111111111112,Andrei Tarkovsky,Natalya Bondarchuk,Donatas Banionis,Jüri Järvet,Vladislav Dvorzhetskiy,0.02412962430900138,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
287,Le samouraï,0.9737623762376237,0.2173913043478261,8.1,0.7083333333333333,Jean-Pierre Melville,Alain Delon,François Périer,Nathalie Delon,Cathy Rosier,0.008777311000499565,4.07575454306346e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,Cool Hand Luke,0.9737623762376237,0.2971014492753623,8.1,0.8888888888888888,Stuart Rosenberg,Paul Newman,George Kennedy,Strother Martin,J.D. Cannon,0.059057247946740804,0.017313061379778717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Persona,0.9732673267326732,0.14492753623188404,8.1,0.8055555555555556,Ingmar Bergman,Bibi Andersson,Liv Ullmann,Margaretha Krook,Gunnar Björnstrand,0.03369381308719244,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,Andrei Rublev,0.9732673267326732,0.5797101449275361,8.1,0.7083333333333333,Andrei Tarkovsky,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,Nikolay Sergeev,0.00943002266587634,0.00010752663834848582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,La battaglia di Algeri,0.9732673267326732,0.2753623188405797,8.1,0.9444444444444444,Gillo Pontecorvo,Brahim Hadjadj,Jean Martin,Yacef Saadi,Samia Kerbash,0.012079695533519529,5.8295375449207385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,El ángel exterminador,0.9712871287128713,0.1811594202898551,8.1,0.7083333333333333,Luis Buñuel,Silvia Pinal,Jacqueline Andere,Enrique Rambal,José Baviera,0.0019818621221023795,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,What Ever Happened to Baby Jane?,0.9712871287128713,0.322463768115942,8.1,0.6527777777777777,Robert Aldrich,Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,0.010772115191313974,0.004322476697330342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
294,Sanjuro,0.9712871287128713,0.18478260869565216,8.1,0.7083333333333333,Akira Kurosawa,Toshirô Mifune,Tatsuya Nakadai,Keiju Kobayashi,Yûnosuke Itô,0.0034322366224306764,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,The Man Who Shot Liberty Valance,0.9712871287128713,0.2826086956521739,8.1,0.9166666666666667,John Ford,James Stewart,John Wayne,Vera Miles,Lee Marvin,0.018869104779851098,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,Ivanovo detstvo,0.9712871287128713,0.1811594202898551,8.1,0.7083333333333333,Andrei Tarkovsky,Eduard Abalov,Nikolay Burlyaev,Valentin Zubkov,Evgeniy Zharikov,0.002864511208262907,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,Jungfrukällan,0.9702970297029703,0.15942028985507245,8.1,0.7083333333333333,Ingmar Bergman,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,0.000694126285255274,0.0016277982431465168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Inherit the Wind,0.9702970297029703,0.3007246376811594,8.1,0.6527777777777777,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,Dick York,0.0009344173610086534,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,Les quatre cents coups,0.9698019801980198,0.19565217391304346,8.1,0.7083333333333333,François Truffaut,Jean-Pierre Léaud,Albert Rémy,Claire Maurier,Guy Decomble,0.03459975789703462,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Ben-Hur,0.9698019801980198,0.605072463768116,8.1,0.8611111111111112,William Wyler,Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,0.08385511440357339,0.07974998572589106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,Kakushi-toride no san-akunin,0.9693069306930693,0.34057971014492755,8.1,0.7083333333333333,Akira Kurosawa,Toshirô Mifune,Misa Uehara,Minoru Chiaki,Kamatari Fujiwara,0.004188484837503699,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Le notti di Cabiria,0.9688118811881188,0.23550724637681159,8.1,0.7083333333333333,Federico Fellini,Giulietta Masina,François Périer,Franca Marzi,Dorian Gray,0.007701393688239369,0.0008015066967884173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Kumonosu-jô,0.9688118811881188,0.23550724637681159,8.1,0.7083333333333333,Akira Kurosawa,Toshirô Mifune,Minoru Chiaki,Isuzu Yamada,Takashi Shimura,0.009313975449758458,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,The Bridge on the River Kwai,0.9688118811881188,0.4202898550724638,8.1,0.8194444444444444,David Lean,William Holden,Alec Guinness,Jack Hawkins,Sessue Hayakawa,0.07695138355028555,0.047943384891087376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,On the Waterfront,0.9673267326732673,0.2282608695652174,8.1,0.875,Elia Kazan,Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,0.050482264620439324,0.010247779954351036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
